episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
20,1.0,3.2681697269980443,1.4712904937244755,-179.80515521655224,0.0,2.4,3,0.0,False,True,0.558196603563688,1,25.106790570080385,62.099,prepare,0.0,0
20,2.0,3.26831610260318,1.4712045835790464,-179.76848290075242,-7.5,2.0,0,4.6754991695055335,False,True,0.5576172271671662,1,25.106790570080385,62.167,in_progress,0.0,0
20,3.0,3.2607969623449615,1.4714202067709141,-179.85857829543187,0.0,2.2,5,6.147897946753048,False,True,0.5875551546081978,1,25.106790570080385,62.233,in_progress,0.0,0
20,4.0,3.2402103885407003,1.4717158592066155,-179.9763699658742,15.0,1.6,16,2.9584077078935236,False,True,0.6695342468644667,1,25.106790570080385,62.3,in_progress,0.0,0
20,5.0,3.203995340730424,1.4679259503177788,-179.06184791116502,0.0,2.4,3,6.198226325720169,False,True,0.8139292426152757,2,25.106790570080385,62.375,in_progress,0.0,0
20,6.0,3.150902910828836,1.4624813773970473,-178.0703651595172,5.0,2.1,8,5.906730662877415,False,True,1.0256122916658834,2,25.106790570080385,62.435,in_progress,0.0,0
20,7.0,3.0882202414719577,1.4574669652748595,-177.37952024614742,-2.5,2.3,2,6.226382771901832,False,True,1.275472972006553,2,25.106790570080385,62.493,in_progress,0.0,0
20,8.0,3.0244125247288336,1.4550190454011134,-177.5062205854381,0.0,2.2,5,6.387147489224624,False,True,1.5297068068546564,3,25.106790570080385,62.556,in_progress,0.0,0
20,9.0,2.932585876010973,1.4510150361143979,-177.5554707267059,-7.5,2.0,0,4.35461903098386,False,True,1.89371393615855,3,25.106790570080385,62.628,in_progress,0.0,0
20,10.0,2.8244181748966266,1.4507432269600515,-178.4919043468164,-7.5,2.0,0,4.100817615811476,False,True,2.3244635123326916,3,25.106790570080385,62.698,in_progress,0.0,0
20,11.0,2.705605052062191,1.4584367129670353,179.1933004851839,10.0,1.7,11,2.4218143223949014,False,True,2.7981476726992285,4,25.106790570080385,62.77,in_progress,0.0,0
20,12.0,2.5841944226222537,1.462424230994619,178.8100878624726,-2.5,2.3,2,3.7620601536616545,False,True,3.2831930895712054,4,25.106790570080385,62.831,in_progress,0.0,0
20,13.0,2.4720791008774263,1.4553231284535226,-179.22070088405354,12.5,1.8,13,2.9711719004350448,False,True,3.7300512907804797,5,25.106790570080385,62.899,in_progress,0.0,0
